ES111,ES112,ES113,ES120,ES213,ES230,ES241,ES243,ES413,ES415,ES418,ES419,ES425,ES431,ES432,ES511,ES512,ES513,ES514,ES523,ES613,ES614,ES615,ES616,ES617,ES618,FR,PT,time,hour,dayofweek,month,EU
0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.495,0.583035824,0.155774764,23/01/2015 04:00,4,4,1,0.3505284514798091
0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.5005,0.604702696,0.131711692,23/01/2015 05:00,5,4,1,0.3682901426797024
0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.711313554,0.1776333,23/01/2015 06:00,6,4,1,0.3984568926974147
0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.5925,0.764249661,0.23726787,23/01/2015 07:00,7,4,1,0.4286344720067666
0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.779268743,0.268990771,23/01/2015 08:00,8,4,1,0.4383495535264768
0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.784562354,0.291708702,23/01/2015 09:00,9,4,1,0.4288186639505337
0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.5875,0.77495999,0.300414752,23/01/2015 10:00,10,4,1,0.4209295506683584
0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.769173951,0.252886448,23/01/2015 11:00,11,4,1,0.4136486617731949
0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.740859288,0.229383851,23/01/2015 12:00,12,4,1,0.4086642569436454
0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.695678936,0.215073049,23/01/2015 13:00,13,4,1,0.4023793666491972
0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.562,0.690508433,0.248925756,23/01/2015 14:00,14,4,1,0.4129666331204318
0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.5595,0.695678936,0.19885663,23/01/2015 15:00,15,4,1,0.4237474851377745
0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.577,0.741474825,0.117139334,23/01/2015 16:00,16,4,1,0.4519711076686624
0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.6065,0.788994214,0.141874977,23/01/2015 17:00,17,4,1,0.4515637875631785
0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.6045,0.783331282,0.228935471,23/01/2015 18:00,18,4,1,0.4343302131896509
0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.731872461,0.172850577,23/01/2015 19:00,19,4,1,0.4062077737051871
0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.647,0.666625631,0.166423794,23/01/2015 20:00,20,4,1,0.3878327794250725
0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.595,0.674381386,0.155326383,23/01/2015 21:00,21,4,1,0.378349990111313
0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.678690139,0.164443448,23/01/2015 22:00,22,4,1,0.3688459504464376
0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.551,0.665271451,0.186077794,23/01/2015 23:00,23,4,1,0.35431842069387
0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.616151668,0.181182976,24/01/2015 00:00,0,5,1,0.3393339741065193
0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.4715,0.584882433,0.162612562,24/01/2015 01:00,1,5,1,0.326393145898825
0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.4685,0.576018712,0.140641931,24/01/2015 02:00,2,5,1,0.3215606147179525
0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.57257171,0.146993984,24/01/2015 03:00,3,5,1,0.3203428033254325
0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.4625,0.574418318,0.154541718,24/01/2015 04:00,4,5,1,0.3225473231728986
0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.572325496,0.178492695,24/01/2015 05:00,5,5,1,0.3352601291148185
0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.58143543,0.265852109,24/01/2015 06:00,6,5,1,0.3522541195686672
0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.632401822,0.244890334,24/01/2015 07:00,7,5,1,0.3690132035198474
0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.534,0.693586114,0.276015394,24/01/2015 08:00,8,5,1,0.3838796960568158
0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.694324757,0.224900049,24/01/2015 09:00,9,5,1,0.3853250457934627
0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.5935,0.691123969,0.215745619,24/01/2015 10:00,10,5,1,0.3778025884268112
0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.5955,0.672657885,0.189963756,24/01/2015 11:00,11,5,1,0.3740189959836713
0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.532,0.652714514,0.168067855,24/01/2015 12:00,12,5,1,0.3670370395399958
0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.630801428,0.155102193,24/01/2015 13:00,13,5,1,0.3668039666568357
0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.5195,0.624892281,0.165751224,24/01/2015 14:00,14,5,1,0.3736000463471613
0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.617136526,0.176885999,24/01/2015 15:00,15,5,1,0.3884478616860108
0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.5395,0.641634864,0.14852595,24/01/2015 16:00,16,5,1,0.423159685058763
0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.6005,0.742336575,0.134812988,24/01/2015 17:00,17,5,1,0.4294962047785995
0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.6095,0.733472855,0.151701977,24/01/2015 18:00,18,5,1,0.4141225352672489
0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.673273421,0.190860516,24/01/2015 19:00,19,5,1,0.3961437049680011
0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.621937708,0.233867653,24/01/2015 20:00,20,5,1,0.3762191707310669
0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.5735,0.619967992,0.226170459,24/01/2015 21:00,21,5,1,0.3694224287140953
0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.609750092,0.23846355,24/01/2015 22:00,22,5,1,0.3646617557975124
0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.573802782,0.232597242,24/01/2015 23:00,23,5,1,0.3550372494420525
0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.575526283,0.199902851,25/01/2015 00:00,0,6,1,0.340020142863448
0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.564323526,0.182191832,25/01/2015 01:00,1,6,1,0.3281031691831403
0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.4545,0.536378185,0.140343011,25/01/2015 02:00,2,6,1,0.3226550567035546
0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.523205712,0.160632216,25/01/2015 03:00,3,6,1,0.3238879131091949
0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.4455,0.526283393,0.159660726,25/01/2015 04:00,4,6,1,0.3273861472596381
0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.453,0.525175428,0.217651235,25/01/2015 05:00,5,6,1,0.3324326027848149
0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.4585,0.513480241,0.24739379,25/01/2015 06:00,6,6,1,0.3423454324941818
0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.463,0.521851533,0.239883421,25/01/2015 07:00,7,6,1,0.3568432294703669
0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.4805,0.554105626,0.281470687,25/01/2015 08:00,8,6,1,0.3705041881165791
0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.492,0.576634248,0.239136121,25/01/2015 09:00,9,6,1,0.3796742854168451
0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.5894374,0.214886224,25/01/2015 10:00,10,6,1,0.3792046609654263
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.558414379,0.204162463,25/01/2015 11:00,11,6,1,0.3775265813376409
0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.536501293,0.193662893,25/01/2015 12:00,12,6,1,0.3672998271255039
0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.543395297,0.187572395,25/01/2015 13:00,13,6,1,0.3628017531585403
0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.54991998,0.164592908,25/01/2015 14:00,14,6,1,0.3674374406448859
0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.5265,0.564692847,0.164518178,25/01/2015 15:00,15,6,1,0.3829373317245589
0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.5525,0.577372892,0.195531144,25/01/2015 16:00,16,6,1,0.4125281688352938
0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.639049612,0.166162239,25/01/2015 17:00,17,6,1,0.4237767340081849
0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.621,0.655176659,0.250719277,25/01/2015 18:00,18,6,1,0.4195978416873015
0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.6195,0.607164841,0.350259687,25/01/2015 19:00,19,6,1,0.406463509464491
0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.556567771,0.254418413,25/01/2015 20:00,20,6,1,0.3818178984570764
0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.6015,0.558045057,0.220453611,25/01/2015 21:00,21,6,1,0.3704192493754379
0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.573556568,0.159997011,25/01/2015 22:00,22,6,1,0.3624048603515344
0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.533669826,0.123752942,25/01/2015 23:00,23,6,1,0.3545739391830595
0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.493659978,0.133355752,26/01/2015 00:00,0,0,1,0.3422591641471112
0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.499199803,0.147218174,26/01/2015 01:00,1,0,1,0.3350681349194575
0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.437,0.501661948,0.142136532,26/01/2015 02:00,2,0,1,0.3290157972743683
0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.510279453,0.156708889,26/01/2015 03:00,3,0,1,0.3269936010624066
0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.436,0.514957528,0.12804992,26/01/2015 04:00,4,0,1,0.339547462073597
0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.569494029,0.153458132,26/01/2015 05:00,5,0,1,0.3728136645102695
0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.6422504,0.218398535,26/01/2015 06:00,6,0,1,0.4016618972119846
0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.5495,0.671303706,0.197548855,26/01/2015 07:00,7,0,1,0.4216156170060667
0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.5805,0.706143051,0.251728132,26/01/2015 08:00,8,0,1,0.4309129933315157
0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.712298412,0.315510219,26/01/2015 09:00,9,0,1,0.4301077400381766
0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.693463006,0.32765385,26/01/2015 10:00,10,0,1,0.4215716540972314
0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.5975,0.67955189,0.324814109,26/01/2015 11:00,11,0,1,0.4096342826991834
0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.67154992,0.289915181,26/01/2015 12:00,12,0,1,0.4041415633229664
0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.6085,0.68398375,0.254156858,26/01/2015 13:00,13,0,1,0.4100070737603023
0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.672904099,0.279041961,26/01/2015 14:00,14,0,1,0.4174209233867571
0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.6075,0.670441955,0.317864216,26/01/2015 15:00,15,0,1,0.4277500672621763
0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.6155,0.744552505,0.288121661,26/01/2015 16:00,16,0,1,0.4480771281445354
0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.6265,0.799089007,0.282741098,26/01/2015 17:00,17,0,1,0.4497302908738042
0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.773113382,0.308896611,26/01/2015 18:00,18,0,1,0.4349354423513241
0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.6485,0.71636095,0.309606546,26/01/2015 19:00,19,0,1,0.40978785701284
0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.628,0.635110181,0.370137877,26/01/2015 20:00,20,0,1,0.3874110659734814
