Node	Generator	Period	genInvCap
ES432	Nuclear	2	3.0425725451807096e-07
ES432	Solar	1	1.4625811672885902e-07
ES432	Solar	2	5.412468096450082e-06
ES432	Waste	1	5.287009938705792e-05
ES432	Waste	2	4.1973646744221314e-08
ES432	Windonshore	1	2.90747152575932e-07
ES432	Windonshore	2	5.841500736153563e-07
ES511	BioCCS	1	0.0
ES511	BioCCS	2	0.0
ES511	CoalCCS	1	0.0
ES511	CoalCCS	2	0.0
ES511	GasCCGT	1	2.1578906404662005e-07
ES511	GasCCGT	2	7.145576328626319e-07
ES511	GasCCS	1	0.0
ES511	GasCCS	2	0.0
ES511	GasOCGT	1	2.6105418525087857e-07
ES511	GasOCGT	2	8.367086606279594e-07
ES511	Hydrorun-of-the-river	1	2.356998999167655
ES511	Hydrorun-of-the-river	2	1.0461619523251414e-08
ES511	Lignite	1	8.34048292689981e-06
ES511	Lignite	2	4.036365054003968e-06
ES511	Solar	1	1.4575083895351781e-07
ES511	Solar	2	1357.5142192102094
ES511	Waste	1	0.00010490264255542641
ES511	Waste	2	4.291127928023193e-08
ES511	Windonshore	1	3.186707431268587e-08
ES511	Windonshore	2	2.750007015804091e-07
ES512	BioCCS	1	0.0
ES512	BioCCS	2	0.0
ES512	CoalCCS	1	0.0
ES512	CoalCCS	2	0.0
ES512	GasCCGT	1	4.46412312786927e-08
ES512	GasCCGT	2	8.119443967757479e-08
ES512	GasCCS	1	0.0
ES512	GasCCS	2	0.0
ES512	GasOCGT	1	2.334885499018564e-07
ES512	GasOCGT	2	6.447853077742314e-08
ES512	Hydroregulated	1	1.4252930213842774e-07
ES512	Hydroregulated	2	56.729050424539835
ES512	Hydrorun-of-the-river	1	1.2989996709863467
ES512	Hydrorun-of-the-river	2	2.8057561841065214e-08
ES512	Lignite	1	8.31322692504402e-06
ES512	Lignite	2	4.013542074436606e-06
ES512	Solar	1	4.595309999189112e-08
ES512	Solar	2	4.4234240267062506e-07
ES512	Waste	1	6.119309021265337e-05
ES512	Waste	2	4.186115095697175e-08
ES512	Windonshore	1	1.0839147496978052e-05
ES512	Windonshore	2	1.0241813393860112e-05
ES513	BioCCS	1	0.0
ES513	BioCCS	2	0.0
ES513	CoalCCS	1	0.0
ES513	CoalCCS	2	0.0
ES513	GasCCS	1	0.0
ES513	GasCCS	2	0.0
ES513	GasOCGT	1	3.0291775858070984e-06
ES513	GasOCGT	2	3.326942916492176e-09
ES513	Hydroregulated	1	1.2723990039376076e-07
ES513	Hydroregulated	2	2.3761229667453438e-07
ES513	Hydrorun-of-the-river	1	2.436389845428266e-07
ES513	Hydrorun-of-the-river	2	3.2049992359416692
ES513	Lignite	1	8.26075520452558e-06
ES513	Lignite	2	3.903795201556558e-06
ES513	Solar	1	3685.1581906305714
ES513	Solar	2	3412.3253245047717
ES513	Waste	1	4.559130449341516e-05
ES513	Waste	2	4.216885963659748e-08
ES513	Windonshore	1	3.277557993897062e-07
ES513	Windonshore	2	2.2327845361090276e-07
