ES111,ES112,ES113,ES120,ES213,ES241,ES243,ES413,ES415,ES419,ES425,ES431,ES432,ES512,ES513,ES514,ES523,ES617,FR,PT,time,EU
142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,142.22222222222223,2445.0,314.1,13/02/2017 06:00,38355.27499999999
178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,178.7222222222222,2512.0,363.1,13/02/2017 07:00,39629.280000000006
173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,173.7222222222222,2412.0,407.4,13/02/2017 08:00,39417.592
183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,183.66666666666666,2344.0,443.3,13/02/2017 09:00,37824.48
137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,137.22222222222223,1883.0,467.4,13/02/2017 10:00,36433.025
139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,139.11111111111111,1674.0,425.5,13/02/2017 11:00,34298.4
103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,103.72222222222221,1253.0,386.0,13/02/2017 12:00,34464.84
92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,92.88888888888889,1101.0,230.5,13/02/2017 13:00,34230.713
102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,102.05555555555554,1106.0,258.9,13/02/2017 14:00,34105.87500000001
118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,118.77777777777777,1021.0,187.9,13/02/2017 15:00,35849.25
