Timestep,Hydro|Reservoir_FR_0,Hydro|Reservoir_ES_0,Hydro|Pumped Storage_ES_0,Hydro|Pumped Storage_FR_0,Battery|Lithium-Ion_FR_0,Battery|Lithium-Ion_PT_0
62,2.3835919052759376e6,4.778662936289127e6,0.0,0.0,0.0,0.0
63,2.3845009052759376e6,4.780165616498622e6,0.0,0.0,0.0,0.0
64,2.3854099052759376e6,4.781668296708117e6,0.0,0.0,0.0,0.0
65,2.3876729052759376e6,4.783170976917612e6,0.0,0.0,0.0,0.0
66,2.3899359052759376e6,4.7846736571271075e6,0.0,0.0,0.0,0.0
67,2.3921719052759376e6,4.779235367336603e6,0.0,0.0,0.0,0.0
68,2.3944079052759376e6,4.773797077546097e6,0.0,0.0,0.0,0.0
69,2.3967445063163587e6,4.768358787755592e6,0.0,0.0,0.0,0.0
70,2.3990811073567797e6,4.762920497965087e6,0.0,0.0,0.0,0.0
71,2.4005886073567797e6,4.757482208174583e6,0.0,0.0,0.0,0.0
72,2.4020961073567797e6,4.752043918384077e6,0.0,0.0,0.0,0.0
73,2.4027321073567797e6,4.7466056285935715e6,0.0,0.0,0.0,0.0
74,2.4033681073567797e6,4.741167338803067e6,0.0,0.0,0.0,0.0
75,2.4036536073567797e6,4.735835646213563e6,0.0,0.0,0.0,0.0
76,2.4039391073567797e6,4.730503953624059e6,0.0,0.0,0.0,0.0
77,2.4042741073567797e6,4.72647253296724e6,0.0,0.0,0.0,0.0
78,2.4046091073567797e6,4.72244111231042e6,0.0,0.0,0.0,0.0
79,2.4051731073567797e6,4.717859533976271e6,0.0,0.0,0.0,0.0
80,2.4057371073567797e6,4.713277955642122e6,0.0,0.0,0.0,0.0
81,2.4067351073567797e6,4.710954768216046e6,0.0,0.0,0.0,0.0
