Timestep,a_0,a_1,b
1,-52.426550601194705,-52.48301092937159,6.229349893606443e10
1,-51.17085160788152,-52.420086007473614,6.2289413644227936e10
1,-52.48301092937159,-52.464278957957006,6.260470323017441e10
1,-51.508308901351995,-52.464278957957,6.260208229872671e10
1,-49.341301777999405,-52.40949579076994,6.259651652572741e10
1,-50.14214141086716,-50.76037467500068,6.259618696239348e10
1,-50.00707869799027,-50.76037182165679,6.259582933481618e10
1,-50.40810401278844,-50.76037467493864,6.259694320458211e10
1,-50.12474180065758,-50.760373618941514,6.259625210124314e10
1,-50.0553316999647,-50.76037396297063,6.259606645815122e10
1,-49.53782965863268,-50.78661679147859,6.2594819057323875e10
1,-54.10342039725532,-52.350427954343196,6.262429367918043e10
1,-50.59156580174346,-52.271409727780195,6.2614064396118546e10
1,-51.3467680177026,-51.930425332993096,6.261415876056096e10
1,-52.46245810873997,-52.462646427921676,6.272253426915686e10
1,-52.40934944481751,-52.46264642792168,6.2722385180535904e10
1,-52.427316099220526,-52.46264638200371,6.272243874272925e10
1,-50.53806493766656,-51.3573970081006,6.276143987060325e10
1,-50.54025931213602,-51.35740647639823,6.276144577550322e10
1,-50.75679289119614,-51.35740019868482,6.276234582154276e10
1,-50.53464119570949,-51.357402071929286,6.276175678321553e10
1,-50.53488245072757,-51.358864572964386,6.276182020327095e10
1,-50.5545781151529,-51.373147987610515,6.276260104562998e10
1,-50.5545781151529,-51.373147987610515,6.276260104562999e10
1,-50.55631163286597,-51.37359413206558,6.276260617748772e10
1,-50.555756104023544,-51.37333454610683,6.276260519444739e10
1,-50.561508134835734,-51.38034203392829,6.276267567439189e10
1,-50.750634003514826,-51.314535248947934,6.276365121708327e10
1,-50.749141858574994,-51.31453569103568,6.276364695232577e10
1,-50.709141998490374,-51.3146688507292,6.276353454254964e10
1,-50.488722407328225,-51.41601003708268,6.27651004501799e10
1,-51.6421782846121,-51.49141222562975,6.276818687339806e10
1,-51.01192746566804,-51.4049309774149,6.276666813876599e10
1,-50.614126279035915,-51.404931019330235,6.2765624771643555e10
1,-50.62192907277329,-51.40518698057245,6.276571703347552e10
1,-50.62818994568682,-51.40741356716438,6.276592390190526e10
1,-50.62634887574117,-51.407413458316945,6.276591890019689e10
1,-49.360183848823546,-51.568504164825164,6.276320820495723e10
1,-51.99678734943835,-52.461334021941504,6.2784475932445496e10
1,-50.529189623777405,-52.46138886355708,6.278061862795442e10
1,-50.56163218551406,-52.46059229312235,6.278167792106912e10
1,-50.56240118311134,-52.4605580373734,6.278167993145586e10
1,-50.565018874271736,-52.45960355759757,6.278168666894057e10
1,-50.5645567027394,-52.45960350539058,6.278168538587127e10
1,-50.56179384942201,-52.45999960365708,6.278167988783415e10
2,-150.0,-150.0,2.4701646978752644e10
2,0.0,0.0,4.1782992735412025e10
2,-61.268422222597174,-53.24480375949405,5.313810671895413e10
2,-45.3176465409444,-53.074717087973454,5.30106287471448e10
2,-52.483010929371574,-51.211342348144896,5.9860815096370056e10
2,0.0,-52.48301092937159,6.007147154722709e10
2,-55.4855849033448,-52.48301092937159,6.013554636300831e10
2,-52.47836732186554,-52.084182573016264,6.0963828818256775e10
2,-51.85660263887523,-52.084182573017124,6.0962003598847244e10
2,-35.33477644776416,-52.48301092937159,6.135019092204596e10
2,-47.67408398476975,-52.48301092937159,6.1339492003696754e10
2,-73.25013518201067,-52.48301092937159,6.147633935765499e10
2,-52.230336331844164,-52.483010758194226,6.143628201718221e10
2,-51.151396178632666,-52.482986243576406,6.1433066069027794e10
2,-46.864757772332744,-52.48301092937159,6.160186410504618e10
2,-52.426550601194705,-52.48301092937159,6.1622881975643295e10
2,-47.12228563798949,-52.21720641705364,6.160417101705401e10
2,-52.48301092937159,-52.464278957957006,6.19347271799081e10
2,-51.28087842814744,-52.464278957957,6.193122154209849e10
2,-49.138437979395135,-52.40595837821525,6.19254038638543e10
2,-50.14214141086716,-50.76037467500068,6.192506468127629e10
2,-49.999254300130204,-50.76037165635802,6.192465981389263e10
2,-50.40810401278844,-50.76037467493864,6.19258548420106e10
2,-50.12474180065758,-50.760373618941514,6.1925125016296844e10
2,-49.83490553511734,-50.76037505550638,6.1924284130346146e10
2,-49.42126951385998,-50.79182865841946,6.1923301456792625e10
2,-54.10342039725532,-52.350427954343196,6.195321587012281e10
2,-50.494952504613536,-52.26923588737937,6.194183130365971e10
