date,hour,gen_id,unit_name,fuel,technology,bus_i,capacity_mw,dispatch_mw,dispatch_mvar,utilization_pct,cost_eur_per_mwh
2024-12-02,0,906,G0961,Hydro,run_of_river,398,15.0,15.0,-15.0,100.0,0.0
2024-12-02,0,586,G0352,Solar,PV,456,1.2,0.05,-0.05,100.0,0.0
2024-12-02,0,971,G0923,Solar,Solar Thermal,1230,50.0,2.11,-2.11,100.0,0.0
2024-12-02,0,635,G0481,Solar,PV,620,2.2,0.09,-0.09,100.0,0.0
2024-12-02,0,43,G0168,Gas,Combined_cycle,264,782.0,0.0,-54.26,0.0,93.16
2024-12-02,0,893,G0948,Hydro,run_of_river,923,12.8,12.8,-12.79,100.0,0.0
2024-12-02,0,530,G0244,Solar,PV,333,106.0,4.47,-4.47,100.0,0.0
2024-12-02,0,602,G0392,Solar,PV,491,27.1,1.14,-1.14,100.0,0.0
2024-12-02,0,703,G0631,Solar,PV,836,1.2,0.05,-0.05,100.0,0.0
2024-12-02,0,594,G0370,Solar,PV,472,9.8,0.41,0.0,100.0,0.0
2024-12-02,0,651,G0518,Solar,PV,667,166.4,7.01,-7.01,100.0,0.0
2024-12-02,0,932,G0344,Solar,Solar Thermal,443,24.2,1.02,1.02,100.0,0.0
