date,hour,gen_id,fuel,technology,dispatch_mw
2024-07-08,14,LS_ES00829,LoadShed,LoadShed,0.0
2024-07-08,14,G0907,Wind,Onshore,0.0
2024-07-08,14,LS_ES00205,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01039,LoadShed,LoadShed,0.0
2024-07-08,14,G0597,Wind,Onshore,0.0
2024-07-08,14,LS_ES00785,LoadShed,LoadShed,0.0
2024-07-08,14,G0602,Hydro,reservoir,0.0
2024-07-08,14,LS_ES00048,LoadShed,LoadShed,0.0
2024-07-08,14,G0596,Wind,Onshore,0.0
2024-07-08,14,LS_ES00286,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00110,LoadShed,LoadShed,0.0
2024-07-08,14,G0467,Wind,Onshore,0.0
2024-07-08,14,LS_ES00716,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00214,LoadShed,LoadShed,0.0
2024-07-08,14,G0544,Wind,Onshore,0.0
2024-07-08,14,LS_ES00531,LoadShed,LoadShed,0.0
2024-07-08,14,G0147,Wind,Onshore,0.0
2024-07-08,14,G0804,Wind,Onshore,0.0
2024-07-08,14,G0756,Wind,Onshore,0.0
2024-07-08,14,LS_ES00344,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00852,LoadShed,LoadShed,0.0
2024-07-08,14,G0447,Gas,Combined_cycle,0.0
2024-07-08,14,LS_ES00686,LoadShed,LoadShed,0.0
2024-07-08,14,G0077,Gas,Combined_cycle,0.0
2024-07-08,14,G0583,Wind,Onshore,0.0
2024-07-08,14,LS_ES01056,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00890,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00310,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00643,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00448,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00591,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00839,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00429,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00754,LoadShed,LoadShed,0.0
2024-07-08,14,G0377,Gas,Combined_cycle,0.0
2024-07-08,14,LS_ES01167,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00481,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00756,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00140,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01180,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00645,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01181,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00126,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00551,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00191,LoadShed,LoadShed,0.0
2024-07-08,14,G0398,Hydro,reservoir,0.0
2024-07-08,14,LS_ES00917,LoadShed,LoadShed,0.0
2024-07-08,14,G0272,Wind,Onshore,0.0
2024-07-08,14,G0064,Hydro,reservoir,0.0
2024-07-08,14,G0293,Hydro,reservoir,0.0
2024-07-08,14,LS_ES00357,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00893,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01187,LoadShed,LoadShed,0.0
2024-07-08,14,G0339,Wind,Onshore,0.0
2024-07-08,14,LS_ES00634,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00541,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00849,LoadShed,LoadShed,0.0
2024-07-08,14,G0706,Hydro,reservoir,0.0
2024-07-08,14,LS_ES00795,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00246,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00941,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01094,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01065,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00161,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00951,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00638,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01020,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00271,LoadShed,LoadShed,0.0
2024-07-08,14,G0348,Wind,Onshore,0.0
2024-07-08,14,LS_ES00858,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00649,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00755,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00807,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES01118,LoadShed,LoadShed,0.0
2024-07-08,14,LS_ES00878,LoadShed,LoadShed,0.0
2024-07-08,14,G0061,Wind,Onshore,0.0
