date,hour,branch_id,branch_name,from_bus,to_bus,flow_mw,flow_mvar,limit_mw,loading_pct
2024-07-08,0,1684,LTGES1112b,624,1111,-6.7,-0.57,393.24,1.7
2024-07-08,0,2259,TR_3d81e7e0,682,683,-60.17,-5.42,160.0,37.8
2024-07-08,0,2196,TR_a6bded06,8,9,-138.25,-21.53,756.0,18.5
2024-07-08,0,1334,LTGES0879,223,737,-34.77,-12.96,1429.98,2.6
2024-07-08,0,1897,LTGES1244a,1078,620,-188.13,-13.48,1429.98,13.2
2024-07-08,0,303,LTGES0218a,238,241,711.39,-47.55,1429.98,49.9
2024-07-08,0,1434,LTGES0942b,851,573,157.08,4.38,1429.98,11.0
2024-07-08,0,2001,LTGES1320a,421,1230,1.36,-0.76,393.24,0.4
2024-07-08,0,1710,LTGES1126,960,139,119.78,-13.13,393.24,30.6
2024-07-08,0,1210,LTGES0797a,181,726,2.91,-1.25,1429.98,0.2
2024-07-08,0,2203,TR_2087835e,164,165,0.14,0.73,160.0,0.5
2024-07-08,0,704,LTGES0482b,403,705,-35.55,10.24,1429.98,2.6
2024-07-08,0,1882,LTGES1234b,448,621,-26.19,2.24,393.24,6.7
2024-07-08,0,1837,LTGES1207d,638,1131,57.31,-2.54,1429.98,4.0
2024-07-08,0,2186,TR_b0d59f98,153,154,24.2,-4.62,160.0,15.4
2024-07-08,0,1468,LTGES0962,427,852,13.53,-10.19,393.24,4.3
2024-07-08,0,117,LTGES0082b,114,116,26.36,-1.46,393.24,6.7
2024-07-08,0,1166,LTGES0767b,432,420,69.41,-13.57,393.24,18.0
2024-07-08,0,1864,LTGES1223b,643,645,152.36,-6.64,1429.98,10.7
2024-07-08,0,1050,LTGES0694a,1063,489,-4.2,-0.49,393.24,1.1
2024-07-08,0,1423,LTGES0935a,93,699,-126.73,3.55,393.24,32.2
2024-07-08,0,1542,LTGES1015a,225,600,48.6,-34.69,393.24,15.2
2024-07-08,0,499,LTGES0346,318,319,30.29,-1.8,393.24,7.7
2024-07-08,0,1432,LTGES0941,98,851,-143.24,21.62,1429.98,10.1
2024-07-08,0,1145,LTGES0754b,1038,487,-0.35,-2.19,393.24,0.6
2024-07-08,0,852,LTGES0577a,210,880,6.91,8.3,393.24,2.7
2024-07-08,0,2083,LTGES1380b,768,274,-1.46,-2.11,1429.98,0.2
2024-07-08,0,182,LTGES0133b,21,156,-276.7,-45.74,1429.98,19.6
2024-07-08,0,176,LTGES0129,163,165,124.63,-18.88,393.24,32.1
2024-07-08,0,1199,LTGES0791a,694,525,-8.63,-1.54,393.24,2.2
2024-07-08,0,1675,LTGES1105b,142,1142,1.35,1.13,393.24,0.4
2024-07-08,0,894,LTGES0604c,280,892,-1.28,51.25,393.24,13.0
2024-07-08,0,1231,LTGES0808,529,1140,-117.87,-3.56,393.24,30.0
2024-07-08,0,1939,LTGES1269a,572,416,-4.91,-2.12,393.24,1.4
2024-07-08,0,1720,LTGES1132a,182,627,-1.77,-0.18,393.24,0.5
2024-07-08,0,1758,LTGES1156a,599,485,-53.86,-5.15,393.24,13.8
2024-07-08,0,2289,TR_9af01115,344,345,-119.04,-69.56,600.0,23.0
2024-07-08,0,1083,LTGES0715a,927,504,27.77,-1.34,393.24,7.1
2024-07-08,0,1780,LTGES1172,1106,272,-103.88,-0.24,393.24,26.4
2024-07-08,0,554,LTGES0384,820,336,-14.5,7.82,393.24,4.2
2024-07-08,0,623,LTGES0433a,1145,350,239.16,-41.82,1429.98,17.0
2024-07-08,0,249,LTGES0178,876,879,79.19,-97.81,393.24,32.0
2024-07-08,0,485,LTGES0335,313,799,6.99,-1.46,393.24,1.8
2024-07-08,0,2179,TR_10cbc112,475,476,-110.5,-28.83,384.0,29.7
2024-07-08,0,636,LTGES0441,833,204,-392.39,9.81,393.24,99.8
2024-07-08,0,1736,LTGES1143a,1094,939,-10.97,-0.01,393.24,2.8
2024-07-08,0,1239,LTGES0813,215,97,78.39,-34.86,393.24,21.8
2024-07-08,0,1659,LTGES1094b,476,35,-57.76,-46.8,1429.98,5.2
2024-07-08,0,1290,LTGES0850a,170,552,-34.48,1.15,393.24,8.8
2024-07-08,0,1613,LTGES1063b,1059,609,-5.09,-2.16,393.24,1.4
2024-07-08,0,2246,TR_4eff5937,485,486,-114.7,-18.33,384.0,30.2
2024-07-08,0,346,LTGES0238b,757,259,0.02,-6.24,135.35,4.6
2024-07-08,0,1220,LTGES0801b,527,958,-5.43,-0.85,393.24,1.4
2024-07-08,0,542,LTGES0377a,819,333,-72.78,-2.67,393.24,18.5
2024-07-08,0,638,LTGES0443a,205,80,176.97,-100.99,1429.98,14.2
2024-07-08,0,966,LTGES0648b,31,29,-48.14,-3.49,1429.98,3.4
2024-07-08,0,2265,TR_4560a61c,578,579,-52.18,7.75,160.0,33.0
2024-07-08,0,1223,LTGES0803a,150,528,8.53,-0.62,1429.98,0.6
2024-07-08,0,389,LTGES0264,773,1139,4.05,-19.83,393.24,5.1
2024-07-08,0,1149,LTGES0757,841,400,20.02,-1.36,393.24,5.1
2024-07-08,0,1923,LTGES1260a,541,544,14.28,0.18,393.24,3.6
2024-07-08,0,219,LTGES0156,190,194,20.06,-0.11,393.24,5.1
2024-07-08,0,559,LTGES0387a,8,823,5.87,5.17,393.24,2.0
2024-07-08,0,1288,LTGES0849a,553,980,31.22,3.59,393.24,8.0
2024-07-08,0,1132,LTGES0747a,932,940,18.97,-0.88,393.24,4.8
2024-07-08,0,1985,LTGES1306,99,1176,0.12,-1.61,1429.98,0.1
2024-07-08,0,1592,LTGES1048a,606,1049,22.26,0.26,393.24,5.7
2024-07-08,0,203,LTGES0147b,176,178,70.39,-29.87,1429.98,5.3
2024-07-08,0,1212,LTGES0797c,181,726,2.91,-1.25,1429.98,0.2
2024-07-08,0,1313,LTGES0864,454,524,-19.61,5.29,393.24,5.2
2024-07-08,0,1997,LTGES1317,1023,95,14.59,-10.71,393.24,4.6
2024-07-08,0,1876,LTGES1231,149,133,-28.1,-3.48,393.24,7.2
2024-07-08,0,1942,LTGES1270b,684,652,-9.3,2.46,1429.98,0.7
2024-07-08,0,799,LTGES0549a,435,443,-23.96,-43.14,393.24,12.5
2024-07-08,0,1110,LTGES0733,509,365,-74.21,-7.94,393.24,19.0
2024-07-08,0,157,LTGES0115b,150,134,-81.22,-79.48,1429.98,7.9
2024-07-08,0,1969,LTGES1294,1171,659,18.6,7.26,393.24,5.1
2024-07-08,0,1460,LTGES0957,579,580,-38.44,29.33,1429.98,3.4
2024-07-08,0,1049,LTGES0693,1046,489,1.68,-4.68,393.24,1.3
2024-07-08,0,793,LTGES0546a,439,441,-23.21,-15.6,393.24,7.1
2024-07-08,0,57,LTGES0038,684,686,169.92,-8.49,1429.98,11.9
2024-07-08,0,165,LTGES0122,159,161,27.14,3.98,393.24,7.0
2024-07-08,0,2271,TR_07cc6fee,1006,1007,-47.45,4.8,160.0,29.8
2024-07-08,0,876,LTGES0593b,276,461,-44.68,-3.94,393.24,11.4
2024-07-08,0,1075,LTGES0710b,498,925,24.8,-0.81,393.24,6.3
2024-07-08,0,2248,TR_63348a57,911,912,-45.85,-7.26,160.0,29.0
2024-07-08,0,1162,LTGES0765,482,467,-171.49,13.16,393.24,43.7
2024-07-08,0,2012,LTGES1327b,142,679,29.04,3.36,393.24,7.4
2024-07-08,0,1267,LTGES0833b,540,780,-135.31,-26.11,1429.98,9.6
2024-07-08,0,973,LTGES0651b,200,903,-20.71,3.89,1429.98,1.5
2024-07-08,0,885,LTGES0599b,275,463,-34.31,1.16,393.24,8.7
2024-07-08,0,1271,LTGES0836,108,543,37.83,-2.02,393.24,9.6
2024-07-08,0,1593,LTGES1048b,606,1049,22.26,0.26,393.24,5.7
2024-07-08,0,1830,LTGES1205a,636,1098,-34.77,-2.56,1429.98,2.4
2024-07-08,0,200,LTGES0145,160,725,-81.86,1.74,1429.98,5.7
2024-07-08,0,1085,LTGES0716a,927,177,-35.98,0.58,393.24,9.2
2024-07-08,0,428,LTGES0294,785,303,91.16,-11.29,393.24,23.4
2024-07-08,0,1158,LTGES0762b,111,946,78.45,-19.93,1429.98,5.7
2024-07-08,0,2005,LTGES1322,1188,57,5.98,-2.13,393.24,1.6
2024-07-08,0,641,LTGES0444b,367,205,-15.4,144.9,1429.98,10.2
2024-07-08,0,1425,LTGES0936,531,1009,11.85,-9.55,393.24,3.9
2024-07-08,0,1074,LTGES0710a,498,925,24.8,-0.81,393.24,6.3
2024-07-08,0,1356,LTGES0894a,162,780,137.84,-17.2,1429.98,9.7
2024-07-08,0,734,LTGES0506a,29,33,-59.02,-4.4,1429.98,4.1
2024-07-08,0,1612,LTGES1063a,1059,609,-5.09,-2.16,393.24,1.4
2024-07-08,0,273,LTGES0199,151,745,-37.89,0.52,393.24,9.6
