Node	Generator	Period	genInvCap
ES413	Hydrorun-of-the-river	2	24.948987580445873
ES413	Lignite	1	0.00011174497953699563
ES413	Lignite	2	1.8890541718221906e-05
ES413	Solar	1	4.896794024489282e-06
ES413	Solar	2	9.928285986701772e-06
ES413	Waste	1	3.5949188692247886e-05
ES413	Waste	2	2.4653699899239357e-05
ES413	Windonshore	1	3.112859133125312e-06
ES413	Windonshore	2	2.586304685359398e-05
ES414	BioCCS	1	0.0005155057988722805
ES414	BioCCS	2	3.3177638110176193e-07
ES414	CoalCCS	1	0.0
ES414	CoalCCS	2	0.0
ES414	GasCCGT	1	7.466738344822505e-09
ES414	GasCCGT	2	3.5345227613601494e-07
ES414	GasCCS	1	3.0846013188727273e-05
ES414	GasCCS	2	2.2390493851596217e-08
ES414	GasOCGT	1	1.0128713473599977e-07
ES414	GasOCGT	2	1.3797848752902317e-07
ES414	Lignite	1	0.00011129578585497538
ES414	Lignite	2	1.9160003885341684e-05
ES414	Solar	1	1.977594365598634e-06
ES414	Solar	2	4.887469188113893e-06
ES414	Waste	1	0.0006066370611928923
ES414	Waste	2	2.042955356839194e-06
ES414	Windonshore	1	2060.839978330331
ES414	Windonshore	2	5306.048474398207
ES415	BioCCS	1	0.0004519676587130838
ES415	BioCCS	2	4.842132927104912e-07
ES415	CoalCCS	1	0.0
ES415	CoalCCS	2	0.0
ES415	GasCCS	1	3.0780657813132206e-05
ES415	GasCCS	2	2.243949402314661e-08
ES415	GasOCGT	1	5.087537472338759e-07
ES415	GasOCGT	2	3.3190169161772175e-07
ES415	Hydroregulated	1	8.629281182948034e-07
ES415	Hydroregulated	2	1.9748704988225785e-06
ES415	Hydrorun-of-the-river	1	0.0
ES415	Hydrorun-of-the-river	2	0.0
ES415	Lignite	1	0.00011095003351593417
ES415	Lignite	2	1.933632419832838e-05
ES415	Solar	1	6.079475269871182e-06
ES415	Solar	2	1.8487628124577942e-05
ES415	Waste	1	0.0005338885716228962
ES415	Waste	2	2.3194260166673206e-06
ES415	Windonshore	1	1.5672789288601052e-06
ES415	Windonshore	2	4.460434528667308e-06
ES416	BioCCS	1	0.0036602669782033704
ES416	BioCCS	2	1.0973002403347679e-08
ES416	CoalCCS	1	0.0
ES416	CoalCCS	2	0.0
ES416	GasCCS	1	3.11391880393361e-05
ES416	GasCCS	2	2.25299567534692e-08
ES416	GasOCGT	1	3.518073277410678e-07
ES416	GasOCGT	2	3.990798600408688e-07
ES416	Lignite	1	0.00011241414053057539
ES416	Lignite	2	1.8628875103076258e-05
ES416	Solar	1	4.13638974805508e-06
ES416	Solar	2	1.893802590855703e-05
ES416	Waste	1	0.00436258348871532
ES416	Waste	2	1.6816990590991871e-06
ES416	Windonshore	1	4.422295774020313e-07
ES416	Windonshore	2	2.39691075788762e-06
ES417	BioCCS	1	0.0005264829201959305
ES417	BioCCS	2	8.335220751842434e-07
ES417	CoalCCS	1	0.0
ES417	CoalCCS	2	0.0
ES417	GasCCGT	1	1.4264491977447686e-07
ES417	GasCCGT	2	2.959124346964506e-07
ES417	GasCCS	1	3.084989171869703e-05
ES417	GasCCS	2	2.265952348160843e-08
ES417	GasOCGT	1	3.9096875375291e-07
ES417	GasOCGT	2	2.700975501958174e-07
ES417	Lignite	1	0.00011105438647841375
ES417	Lignite	2	1.9552242147334826e-05
ES417	Solar	1	8.664373488898036e-06
ES417	Solar	2	8.395072894011346e-06
ES417	Waste	1	0.0006070179763754787
ES417	Waste	2	3.7150418171964413e-06
ES417	Windonshore	1	3.8750113162677735e-06
ES417	Windonshore	2	1.8061574589770683e-05
ES418	BioCCS	1	0.0008491870014129717
ES418	BioCCS	2	3.769887990888896e-07
ES418	CoalCCS	1	0.0
ES418	CoalCCS	2	0.0
ES418	GasCCGT	1	9.504017378180926e-07
ES418	GasCCGT	2	3.697021321364343e-07
ES418	GasCCS	1	3.099683845122765e-05
ES418	GasCCS	2	2.2522099683549566e-08
ES418	GasOCGT	1	8.268077028216167e-08
ES418	GasOCGT	2	4.314278785003851e-06
ES418	Hydrorun-of-the-river	1	1.818996826671131
ES418	Hydrorun-of-the-river	2	1.1140577672111076e-06
