ES111,ES112,ES113,ES120,ES213,ES230,ES241,ES243,ES413,ES415,ES418,ES419,ES425,ES431,ES432,ES511,ES512,ES513,ES514,ES523,ES613,ES614,ES615,ES616,ES617,ES618,FR,PT,IT,time,hour,dayofweek,month,EU
0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.4995,0.706758587,0.121025296,0.640047676,20/05/2017 22:00,22,5,5,0.5546885462269341
0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.4875,0.674627601,0.107798079,0.604171633,20/05/2017 23:00,23,5,5,0.5622694105993713
0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.644835652,0.039494825,0.560429082,21/05/2017 00:00,0,6,5,0.5525261573129094
0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.4935,0.631786286,0.037477114,0.548033373,21/05/2017 01:00,1,6,5,0.5548627486526216
0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.628339284,0.013899787,0.545411204,21/05/2017 02:00,2,6,5,0.5515884685809678
0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.4885,0.61208913,0.012629376,0.569129917,21/05/2017 03:00,3,6,5,0.5480147679984125
0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.4855,0.612704666,0.015020738,0.562932062,21/05/2017 04:00,4,6,5,0.5545488593869469
0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.603471624,0.031461346,0.586531585,21/05/2017 05:00,5,6,5,0.5652989152348564
0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.482,0.619352456,0.132010612,0.558283671,21/05/2017 06:00,6,6,5,0.5720756908860721
0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.617752062,0.097709524,0.544934446,21/05/2017 07:00,7,6,5,0.5792054783732129
0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.602240552,0.100698726,0.52693683,21/05/2017 08:00,8,6,5,0.5895700751442517
0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.502,0.599285978,0.144341068,0.519070322,21/05/2017 09:00,9,6,5,0.5844742680416203
0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.595346547,0.140679296,0.527175209,21/05/2017 10:00,10,6,5,0.574925858021342
0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.5035,0.57121753,0.112393977,0.496781883,21/05/2017 11:00,11,6,5,0.5596651725191532
0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.547211621,0.098830475,0.520738975,21/05/2017 12:00,12,6,5,0.5546659915566015
0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.5175,0.532931183,0.037327654,0.483909416,21/05/2017 13:00,13,6,5,0.5606068994727561
0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.4755,0.539702081,0.034525277,0.523361144,21/05/2017 14:00,14,6,5,0.5658093039691716
0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.4725,0.604825803,0.037252924,0.542193087,21/05/2017 15:00,15,6,5,0.5675598795094884
0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.4835,0.666502524,0.10869484,0.615852205,21/05/2017 16:00,16,6,5,0.5801886971484926
0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.710328696,0.119530695,0.659594756,21/05/2017 17:00,17,6,5,0.5937885578842006
0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.721162132,0.122333072,0.725148987,21/05/2017 18:00,18,6,5,0.6001360873719794
0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.524,0.738027822,0.154055973,0.771513707,21/05/2017 19:00,19,6,5,0.5936750628311469
0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.5215,0.741721039,0.186264619,0.684743743,21/05/2017 20:00,20,6,5,0.5779047765585795
0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.700972547,0.158838695,0.587604291,21/05/2017 21:00,21,6,5,0.5702863895999833
0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.616644097,0.101819676,0.480929678,21/05/2017 22:00,22,6,5,0.5545044673207655
0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.554598055,0.074169562,0.480333731,21/05/2017 23:00,23,6,5,0.5456217373736217
0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.486,0.531577004,0.045286403,0.453039333,22/05/2017 00:00,0,0,5,0.541099500929985
0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.4665,0.530592146,0.012293091,0.451370679,22/05/2017 01:00,1,0,5,0.5418094252217814
0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.466,0.539455866,0.014273437,0.46579261,22/05/2017 02:00,2,0,5,0.541414956218118
0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.4765,0.572325496,0.013414042,0.481525626,22/05/2017 03:00,3,0,5,0.545064348744234
0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.5135,0.627846855,0.045921608,0.505363528,22/05/2017 04:00,4,0,5,0.5649571196327449
0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.671673027,0.154691178,0.633611442,22/05/2017 05:00,5,0,5,0.5809724512374022
0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.715745414,0.263983858,0.705721097,22/05/2017 06:00,6,0,5,0.587375501262954
0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.734211498,0.330344132,0.69761621,22/05/2017 07:00,7,0,5,0.5877147458263754
0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.586,0.689769789,0.362889063,0.643146603,22/05/2017 08:00,8,0,5,0.5821999704854661
0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.582,0.673027207,0.349624482,0.598569726,22/05/2017 09:00,9,0,5,0.5780418323746245
0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.649513726,0.378021896,0.512991657,22/05/2017 10:00,10,0,5,0.5695581519788375
0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.629324141,0.318648881,0.492967819,22/05/2017 11:00,11,0,5,0.564902562936512
0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.615043703,0.235287524,0.528128725,22/05/2017 12:00,12,0,5,0.5670361550870336
0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.5505,0.619352456,0.152935022,0.584982122,22/05/2017 13:00,13,0,5,0.5651997738566172
0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.5535,0.64360458,0.104920973,0.64147795,22/05/2017 14:00,14,0,5,0.5667262054395706
0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.5565,0.674381386,0.044389642,0.661263409,22/05/2017 15:00,15,0,5,0.5608509760807311
0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.735319463,0.03908381,0.737783075,22/05/2017 16:00,16,0,5,0.5691773768124097
0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.548,0.774344454,0.038822255,0.843742551,22/05/2017 17:00,17,0,5,0.5806778075124329
0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.557,0.763757233,0.107648619,0.892014303,22/05/2017 18:00,18,0,5,0.5936501048938211
0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.559,0.757971193,0.220117326,0.879261025,22/05/2017 19:00,19,0,5,0.5895478563840033
0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.547,0.741597932,0.176288159,0.724672229,22/05/2017 20:00,20,0,5,0.5776156245550126
0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.69198572,0.11897022,0.581168057,22/05/2017 21:00,21,0,5,0.562872559521122
0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.654068694,0.096214924,0.486531585,22/05/2017 22:00,22,0,5,0.5529610928693779
0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.469,0.605564447,0.046183163,0.457568534,22/05/2017 23:00,23,0,5,0.5478379368162383
0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.462,0.569863351,0.0204013,0.45864124,23/05/2017 00:00,0,1,5,0.5445907152494296
0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.564200419,0.012554646,0.449582837,23/05/2017 01:00,1,1,5,0.5456732746810615
0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.573310353,0.011284236,0.45613826,23/05/2017 02:00,2,1,5,0.5447137508807663
0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.4395,0.592268866,0.010611665,0.460309893,23/05/2017 03:00,3,1,5,0.5480190093269884
0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.653945587,0.011134776,0.488200238,23/05/2017 04:00,4,1,5,0.5639063004388644
0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.718699988,0.056794829,0.612753278,23/05/2017 05:00,5,1,5,0.5832925655850031
0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.516,0.755632156,0.203900908,0.698808105,23/05/2017 06:00,6,1,5,0.5914564504089505
0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.753785547,0.170795501,0.658402861,23/05/2017 07:00,7,1,5,0.5881410430296136
0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.533,0.756617013,0.144042148,0.620977354,23/05/2017 08:00,8,1,5,0.5884622113009382
0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.522,0.751569617,0.135448193,0.582598331,23/05/2017 09:00,9,1,5,0.5797090804902114
0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.5245,0.725840207,0.204536113,0.533015495,23/05/2017 10:00,10,1,5,0.5716936360565046
0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.686938323,0.167245824,0.49523242,23/05/2017 11:00,11,1,5,0.568468954994099
0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.5085,0.637079897,0.061652281,0.518235995,23/05/2017 12:00,12,1,5,0.5674159723087221
0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.506,0.62095285,0.073758547,0.554350417,23/05/2017 13:00,13,1,5,0.5678529932621462
0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.5065,0.623291887,0.075776258,0.636710369,23/05/2017 14:00,14,1,5,0.570311775145843
0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.5125,0.668841561,0.076710384,0.679856973,23/05/2017 15:00,15,1,5,0.5733676079280478
0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.5055,0.712298412,0.075552068,0.73909416,23/05/2017 16:00,16,1,5,0.5825534657019087
0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.503,0.739258894,0.101333931,0.788796186,23/05/2017 17:00,17,1,5,0.593949638317801
0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.5095,0.723993598,0.140492471,0.839213349,23/05/2017 18:00,18,1,5,0.5996444884244152
0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.513,0.704419549,0.22691776,0.794159714,23/05/2017 19:00,19,1,5,0.5921462364273734
0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.4985,0.7052813,0.184732653,0.659594756,23/05/2017 20:00,20,1,5,0.5789245292307239
0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.4895,0.669210883,0.115383178,0.586889154,23/05/2017 21:00,21,1,5,0.5613008140736446
0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.477,0.618613813,0.064155737,0.526460072,23/05/2017 22:00,22,1,5,0.5414164893294524
0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.478,0.576634248,0.057430034,0.484386174,23/05/2017 23:00,23,1,5,0.539515426589407
0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.561245845,0.039308,0.467699642,24/05/2017 00:00,0,2,5,0.5348438946865594
0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.4815,0.545241906,0.011583156,0.459952324,24/05/2017 01:00,1,2,5,0.5332408268889872
0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.553243875,0.011134776,0.484266985,24/05/2017 02:00,2,2,5,0.5293512031290925
0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.4645,0.573187246,0.01042484,0.489630513,24/05/2017 03:00,3,2,5,0.5281567945864202
0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.467,0.622307029,0.048462429,0.523957092,24/05/2017 04:00,4,2,5,0.5590207495446154
0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.468,0.678443925,0.093973022,0.653039333,24/05/2017 05:00,5,2,5,0.5786241466500536
0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.491,0.725224671,0.194447558,0.70977354,24/05/2017 06:00,6,2,5,0.5708200855018591
0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.728056137,0.209356201,0.697735399,24/05/2017 07:00,7,2,5,0.56821135868578
0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.4975,0.713037055,0.262750813,0.639451728,24/05/2017 08:00,8,2,5,0.5693571064736925
0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.674750708,0.220378881,0.610727056,24/05/2017 09:00,9,2,5,0.5556725492003047
0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.653083836,0.235474349,0.542550656,24/05/2017 10:00,10,2,5,0.5566149108420209
0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.511,0.631786286,0.257706535,0.51227652,24/05/2017 11:00,11,2,5,0.555906271656339
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.612335344,0.235847999,0.510369487,24/05/2017 12:00,12,2,5,0.554544265996531
