date,hour,gen_id,unit_name,fuel,technology,bus_i,capacity_mw,dispatch_mw,dispatch_mvar,utilization_pct,cost_eur_per_mwh
2024-12-02,15,1090,LS_ES00464,LoadShed,LoadShed,461,3.91,-0.0,2.45,-0.0,10000.0
2024-12-02,15,606,G0400,Solar,PV,497,129.49,29.61,-9.04,100.0,0.0
2024-12-02,15,943,G0606,Solar,Solar Thermal,807,134.34,30.72,0.35,100.0,0.0
2024-12-02,15,1370,LS_ES01197,LoadShed,LoadShed,1177,6.89,-0.0,0.18,-0.0,10000.0
2024-12-02,15,1703,LS_ES00280,LoadShed,LoadShed,277,118.32,-0.0,118.32,-0.0,10000.0
2024-12-02,15,1744,LS_ES00469,LoadShed,LoadShed,466,405.04,-0.0,90.72,-0.0,10000.0
2024-12-02,15,231,G0361,Wind,Onshore,461,20.46,1.45,0.03,100.0,0.18
2024-12-02,15,1565,LS_ES01067,LoadShed,LoadShed,1053,17.03,-0.0,6.14,-0.0,10000.0
2024-12-02,15,1034,LS_ES00439,LoadShed,LoadShed,436,10.28,-0.0,10.28,-0.0,10000.0
2024-12-02,15,1641,LS_ES00732,LoadShed,LoadShed,723,8.93,-0.0,-8.71,-0.0,10000.0
2024-12-02,15,1065,LS_ES01244,LoadShed,LoadShed,1221,36.36,-0.0,8.99,-0.0,10000.0
2024-12-02,15,1021,LS_ES00999,LoadShed,LoadShed,985,1.06,-0.0,1.06,-0.0,10000.0
2024-12-02,15,384,G0800,Wind,Onshore,1111,185.68,13.18,0.11,100.0,0.18
2024-12-02,15,1582,LS_ES00921,LoadShed,LoadShed,910,15.16,-0.0,15.16,-0.0,10000.0
2024-12-02,15,1374,LS_ES00697,LoadShed,LoadShed,690,10.17,-0.0,-2.44,-0.0,10000.0
2024-12-02,15,1141,LS_ES01221,LoadShed,LoadShed,1201,140.6,-0.0,44.47,-0.0,10000.0
2024-12-02,15,1839,LS_ES00762,LoadShed,LoadShed,753,57.77,-0.0,57.77,-0.0,10000.0
2024-12-02,15,173,G0119,Wind,Onshore,188,158.93,11.28,0.01,100.0,0.18
2024-12-02,15,1418,LS_ES00538,LoadShed,LoadShed,533,41.73,-0.0,14.01,-0.0,10000.0
2024-12-02,15,233,G0364,Wind,Onshore,463,25.18,1.79,0.0,100.0,0.18
2024-12-02,15,1993,LS_ES00509,LoadShed,LoadShed,506,22.46,-0.0,22.45,-0.0,10000.0
2024-12-02,15,798,G0854,Solar,PV,1158,160.72,36.75,0.78,100.0,0.0
2024-12-02,15,1206,LS_ES00963,LoadShed,LoadShed,952,45.88,-0.0,9.94,-0.0,10000.0
2024-12-02,15,1563,LS_ES00854,LoadShed,LoadShed,845,0.15,-0.0,0.12,-0.0,10000.0
2024-12-02,15,130,G0531,Gas,Gas_turbine,676,21.4,3.52,0.0,16.4,59.18
2024-12-02,15,1570,LS_ES00191,LoadShed,LoadShed,188,106.6,-0.0,18.43,-0.0,10000.0
2024-12-02,15,1671,LS_ES00893,LoadShed,LoadShed,884,0.57,-0.0,0.57,-0.0,10000.0
2024-12-02,15,579,G0341,Solar,PV,438,2.96,0.68,-0.22,100.0,0.0
2024-12-02,15,1943,LS_ES00240,LoadShed,LoadShed,237,25.45,-0.0,25.44,-0.0,10000.0
2024-12-02,15,1225,LS_ES00283,LoadShed,LoadShed,280,224.78,-0.0,49.32,-0.0,10000.0
2024-12-02,15,1616,LS_ES00357,LoadShed,LoadShed,354,9.59,-0.0,2.93,-0.0,10000.0
2024-12-02,15,2007,LS_ES00852,LoadShed,LoadShed,843,1.76,-0.0,-0.07,-0.0,10000.0
2024-12-02,15,901,G0956,Hydro,run_of_river,398,62.28,62.28,-2.52,100.0,0.0
2024-12-02,15,1073,LS_ES01162,LoadShed,LoadShed,1142,5.11,-0.0,3.08,-0.0,10000.0
2024-12-02,15,720,G0673,Solar,PV,897,471.92,107.91,-0.2,100.0,0.0
2024-12-02,15,108,G0789,Gas,Combined_cycle,1095,335.1,17.46,5.74,5.2,44.98
2024-12-02,15,1658,LS_ES00278,LoadShed,LoadShed,275,1.98,-0.0,1.96,-0.0,10000.0
2024-12-02,15,100,G0686,Gas,Combined_cycle,907,20.94,10.46,2.49,50.0,44.98
2024-12-02,15,597,G0381,Solar,PV,477,3.5,0.8,0.0,100.0,0.0
2024-12-02,15,1630,LS_ES01245,LoadShed,LoadShed,1222,28.22,-0.0,28.22,-0.0,10000.0
2024-12-02,15,1233,LS_ES01172,LoadShed,LoadShed,1152,9.68,-0.0,1.28,-0.0,10000.0
2024-12-02,15,46,G0171,Gas,Combined_cycle,266,673.55,13.99,12.65,2.1,44.98
2024-12-02,15,532,G0246,Solar,PV,337,39.3,8.99,0.05,100.0,0.0
2024-12-02,15,444,G0009,Solar,PV,9,1356.54,310.19,-101.95,100.0,0.0
2024-12-02,15,735,G0699,Solar,PV,942,43.88,10.03,0.04,100.0,0.0
2024-12-02,15,1953,LS_ES00660,LoadShed,LoadShed,654,3.68,-0.0,3.67,-0.0,10000.0
2024-12-02,15,151,G0028,Wind,Onshore,56,70.81,5.03,-0.0,100.0,0.18
2024-12-02,15,147,G0018,Wind,Onshore,27,110.15,7.82,0.0,100.0,0.18
2024-12-02,15,1900,LS_ES00971,LoadShed,LoadShed,960,26.54,-0.0,4.09,-0.0,10000.0
2024-12-02,15,1653,LS_ES00678,LoadShed,LoadShed,671,5.03,-0.0,3.68,-0.0,10000.0
2024-12-02,15,736,G0701,Solar,PV,944,47.92,10.96,3.17,100.0,0.0
2024-12-02,15,454,G0026,Solar,PV,54,70.26,16.07,5.28,100.0,0.0
2024-12-02,15,342,G0687,Wind,Onshore,907,33.04,2.35,0.0,100.0,0.18
2024-12-02,15,180,G0142,Wind,Onshore,210,119.59,8.49,2.01,100.0,0.18
