date,hour,gen_id,fuel,technology,dispatch_mw
2024-07-08,11,BESS_ES00174,Battery,Li-Ion,0.0
2024-07-08,11,LS_ES01170,LoadShed,LoadShed,0.0
2024-07-08,11,G0333,Wind,Onshore,0.0
2024-07-08,11,LS_ES00157,LoadShed,LoadShed,0.0
2024-07-08,11,G0690,Wind,Onshore,0.0
2024-07-08,11,LS_ES00093,LoadShed,LoadShed,0.0
2024-07-08,11,LS_ES01024,LoadShed,LoadShed,0.0
2024-07-08,11,G0260,Gas,Combined_cycle,0.0
2024-07-08,11,G0050,Wind,Onshore,0.0
2024-07-08,11,LS_ES00172,LoadShed,LoadShed,0.0
2024-07-08,11,G0358,Wind,Onshore,0.0
2024-07-08,11,LS_ES01205,LoadShed,LoadShed,0.0
2024-07-08,11,G0845,Biomass,Biomass,0.0
2024-07-08,11,LS_ES01248,LoadShed,LoadShed,0.0
